"CAS_number"	"Product_name"	"Active_substance"	"Active_substance_original"	"CAS_drugbank"	"Name_drugbank"	"InChiKey_drugbank"	"InChi_drugbank"	"SMILES_drugbank"	"ATC_codes_drugbank"	"Solubility_drugbank"	"MOA_drugbank"	"ID_drugbank"	"CAS_pubchem"	"CID_pubchem"	"Active_substance_pubchem"	"MolecularFormula_pubchem"	"MolecularWeight_pubchem"	"CanonicalSMILES_pubchem"	"IsomericSMILES_pubchem"	"InChI_pubchem"	"InChIKey_pubchem"	"IUPACName_pubchem"	"XLogP_pubchem"	"actMass_pubchem"
"25614-03-3"	"Brameston"	"bromocriptine"	"Bromocriptine"	"25614-03-3"	"bromocriptine"	"OZVBMTJYIDMWIL-AYFBDAFISA-N"	"1S/C32H40BrN5O5/c1-16(2)12-24-29(40)37-11-7-10-25(37)32(42)38(24)30(41)31(43-32,17(3)4)35-28(39)18-13-20-19-8-6-9-22-26(19)21(27(33)34-22)14-23(20)36(5)15-18/h6,8-9,13,16-18,23-25,34,42H,7,10-12,14-15H2,1-5H3,(H,35,39)/t18-,23-,24+,25+,31-,32+/m1/s1"	"[H][C@@]12CCCN1C(=O)[C@H](CC(C)C)N1C(=O)[C@](NC(=O)[C@H]3CN(C)[C@]4([H])CC5=C(Br)NC6=CC=CC(=C56)C4=C3)(O[C@@]21O)C(C)C"	"N04BC01|G02CB01"	"0.0858 mg/mL"	"The dopamine D2 receptor is a 7-transmembrane G-protein coupled receptor associated with Gi proteins. In lactotrophs, stimulation of dopamine D2 receptor causes inhibition of adenylyl cyclase, which decreases intracellular cAMP concentrations and blocks IP3-dependent release of Ca2+ from intracellular stores. Decreases in intracellular calcium levels may also be brought about via inhibition of calcium influx through voltage-gated calcium channels, rather than via inhibition of adenylyl cyclase. Additionally, receptor activation blocks phosphorylation of p42/p44 MAPK and decreases MAPK/ERK kinase phosphorylation. Inhibition of MAPK appears to be mediated by c-Raf and B-Raf-dependent inhibition of MAPK/ERK kinase. Dopamine-stimulated growth hormone release from the pituitary gland is mediated by a decrease in intracellular calcium influx through voltage-gated calcium channels rather than via adenylyl cyclase inhibition. Stimulation of dopamine D2 receptors in the nigrostriatal pathway leads to improvements in coordinated muscle activity in those with movement disorders. 
Target
Actions
Organism

ADopamine D2 receptor

agonist
Humans

ADopamine D3 receptor

agonist
Humans

U5-hydroxytryptamine receptor 1D

agonist
Humans

UAlpha-2A adrenergic receptor

agonist
Humans

U5-hydroxytryptamine receptor 1A

agonist
Humans

UAlpha-2C adrenergic receptor

agonist
Humans

UAlpha-2B adrenergic receptor

agonist
Humans

U5-hydroxytryptamine receptor 2B

agonist
Humans

UDopamine D4 receptor

antagonist
Humans

U5-hydroxytryptamine receptor 2A

agonist
Humans

U5-hydroxytryptamine receptor 1B

agonist
Humans

U5-hydroxytryptamine receptor 2C

agonist
Humans

UDopamine D5 receptor

agonist
Humans

UDopamine D1 receptor

agonist
Humans

UAlpha-1A adrenergic receptor


antagonist
agonist

Humans

UAlpha-1B adrenergic receptor


antagonist
agonist

Humans

UAlpha-1D adrenergic receptor

agonist
Humans

U5-hydroxytryptamine receptor 7

antagonist
Humans"	"DB01200"	"25614-03-3"	31101	"Bromocriptine"	"C32H40BrN5O5"	654.6	"CC(C)CC1C(=O)N2CCCC2C3(N1C(=O)C(O3)(C(C)C)NC(=O)C4CN(C5CC6=C(NC7=CC=CC(=C67)C5=C4)Br)C)O"	"CC(C)C[C@H]1C(=O)N2CCC[C@H]2[C@]3(N1C(=O)[C@](O3)(C(C)C)NC(=O)[C@H]4CN([C@@H]5CC6=C(NC7=CC=CC(=C67)C5=C4)Br)C)O"	"InChI=1S/C32H40BrN5O5/c1-16(2)12-24-29(40)37-11-7-10-25(37)32(42)38(24)30(41)31(43-32,17(3)4)35-28(39)18-13-20-19-8-6-9-22-26(19)21(27(33)34-22)14-23(20)36(5)15-18/h6,8-9,13,16-18,23-25,34,42H,7,10-12,14-15H2,1-5H3,(H,35,39)/t18-,23-,24+,25+,31-,32+/m1/s1"	"OZVBMTJYIDMWIL-AYFBDAFISA-N"	"(6aR,9R)-5-bromo-N-[(1S,2S,4R,7S)-2-hydroxy-7-(2-methylpropyl)-5,8-dioxo-4-propan-2-yl-3-oxa-6,9-diazatricyclo[7.3.0.02,6]dodecan-4-yl]-7-methyl-6,6a,8,9-tetrahydro-4H-indolo[4,3-fg]quinoline-9-carboxamide"	3.8	653.22128
"25683-71-0"	"Terizidon"	"terizidone"	"Terizidone"	"25683-71-0"	"terizidone"	"ODKYYBOHSVLGNU-IAGONARPSA-N"	"1S/C14H14N4O4/c19-13-11(7-21-17-13)15-5-9-1-2-10(4-3-9)6-16-12-8-22-18-14(12)20/h1-6,11-12H,7-8H2,(H,17,19)(H,18,20)/b15-5+,16-6+"	"O=C1NOCC1\N=C\C1=CC=C(\C=N\C2CONC2=O)C=C1"	"J04AK03"	"0.252 mg/mL"	"Not Available"	"DB12954"	"25683-71-0"	65720	"Terizidone"	"C14H14N4O4"	302.29	"C1C(C(=O)NO1)N=CC2=CC=C(C=C2)C=NC3CONC3=O"	"C1C(C(=O)NO1)N=CC2=CC=C(C=C2)C=NC3CONC3=O"	"InChI=1S/C14H14N4O4/c19-13-11(7-21-17-13)15-5-9-1-2-10(4-3-9)6-16-12-8-22-18-14(12)20/h1-6,11-12H,7-8H2,(H,17,19)(H,18,20)"	"ODKYYBOHSVLGNU-UHFFFAOYSA-N"	"4-[[4-[(3-oxo-1,2-oxazolidin-4-yl)iminomethyl]phenyl]methylideneamino]-1,2-oxazolidin-3-one"	-0.2	302.10150494
"25717-80-0"	"Coruno"	"molsidomine"	"Molsidomine"	"25717-80-0"	"molsidomine"	"XLFWDASMENKTKL-UHFFFAOYSA-N"	"1S/C9H14N4O4/c1-2-16-9(14)10-8-7-13(11-17-8)12-3-5-15-6-4-12/h7H,2-6H2,1H3"	"CCOC(=O)[N-]C1=C[N+](=NO1)N1CCOCC1"	"C01DX12"	"13.3 mg/mL"	"Molsidomine, a cardiovascular drug, acts in a similar fashion to organic nitrates. The SIN-1A metabolite of molsidomine has a pharmacologically active group of nitric oxide, which increases levels of cyclic GMP, and decreases intracellular calcium ions in smooth muscle cells. This leads to relaxation of smooth muscle in the blood vessels, and inhibits platelet aggregation.
Target
Actions
Organism

UGuanylate cyclase soluble subunit alpha-2

agonist
Humans"	"DB09282"	"25717-80-0"	5353788	"Molsidomine"	"C9H14N4O4"	242.23	"CCOC(=NC1=C[N+](=NO1)N2CCOCC2)[O-]"	"CCO/C(=N/C1=C[N+](=NO1)N2CCOCC2)/[O-]"	"InChI=1S/C9H14N4O4/c1-2-16-9(14)10-8-7-13(11-17-8)12-3-5-15-6-4-12/h7H,2-6H2,1H3"	"XLFWDASMENKTKL-UHFFFAOYSA-N"	"(1E)-1-ethoxy-N-(3-morpholin-4-yloxadiazol-3-ium-5-yl)methanimidate"	2.2	242.10150494
"25812-30-0"	"Fibrolip"	"gemfibrozil"	"Gemfibrozil"	"25812-30-0"	"gemfibrozil"	"HEMJJKBWTPKOJG-UHFFFAOYSA-N"	"1S/C15H22O3/c1-11-6-7-12(2)13(10-11)18-9-5-8-15(3,4)14(16)17/h6-7,10H,5,8-9H2,1-4H3,(H,16,17)"	"CC1=CC(OCCCC(C)(C)C(O)=O)=C(C)C=C1"	"C10AB04"	"0.0278 mg/mL"	"Gemfibrozil activates peroxisome proliferator-activated receptor-a (PPARa), which alters lipid metabolism.3 This activation leads to increased HDL, apo AI, apo AII, lipoprotein lipase (LPL), inhibition of apo B synthesis, peripheral lipolysis, decreased removal of free fatty acids by the liver, and increased clearance of apoB.1,3,11
Upregulated LPL reduces plasma triglyceride levels.1,3,11 Decreased hepatic removal of fatty acids decreases the production of triglycerides.1,3,11 The effects on apoB synthesis and clearance decrease VLDL production which also reduce plasma triglyceride levels.1,3,11
Gemfibrozil's glucuronide metabolite is also an inhibitor of CYP2C8.4
Target
Actions
Organism

APeroxisome proliferator-activated receptor alpha

agonist
Humans

USolute carrier organic anion transporter family member 1B1

inhibitor
Humans

USolute carrier family 22 member 8

inhibitor
Humans

USolute carrier organic anion transporter family member 2B1

inhibitor
Humans

USolute carrier organic anion transporter family member 1B3

inhibitor
Humans"	"DB01241"	"25812-30-0"	3463	"Gemfibrozil"	"C15H22O3"	250.33	"CC1=CC(=C(C=C1)C)OCCCC(C)(C)C(=O)O"	"CC1=CC(=C(C=C1)C)OCCCC(C)(C)C(=O)O"	"InChI=1S/C15H22O3/c1-11-6-7-12(2)13(10-11)18-9-5-8-15(3,4)14(16)17/h6-7,10H,5,8-9H2,1-4H3,(H,16,17)"	"HEMJJKBWTPKOJG-UHFFFAOYSA-N"	"5-(2,5-dimethylphenoxy)-2,2-dimethylpentanoic acid"	3.8	250.15689456
"25953-19-9"	"Azepo"	"cefazolin"	"Cefazolin"	"25953-19-9"	"cefazolin"	"MLYYVTUWGNIJIB-BXKDBHETSA-N"	"1S/C14H14N8O4S3/c1-6-17-18-14(29-6)28-4-7-3-27-12-9(11(24)22(12)10(7)13(25)26)16-8(23)2-21-5-15-19-20-21/h5,9,12H,2-4H2,1H3,(H,16,23)(H,25,26)/t9-,12-/m1/s1"	"[H][C@]12SCC(CSC3=NN=C(C)S3)=C(N1C(=O)[C@H]2NC(=O)CN1C=NN=N1)C(O)=O"	"J01DB04"	"0.487 mg/mL"	"In vitro tests demonstrate that the bactericidal action of cephalosporins results from inhibition of cell wall synthesis. By binding to specific penicillin-binding proteins (PBPs) located inside the bacterial cell wall, it inhibits the third and last stage of bacterial cell wall synthesis. Cell lysis is then mediated by bacterial cell wall autolytic enzymes such as autolysins.
Target
Actions
Organism

APenicillin-binding protein 1A

inhibitor
Escherichia coli (strain K12)

APenicillin-binding protein 1B

inhibitor
Escherichia coli (strain K12)

APenicillin-binding protein 1C

inhibitor
Escherichia coli (strain K12)

APenicillin-binding protein 2

inhibitor
Escherichia coli (strain K12)

APeptidoglycan synthase FtsI

inhibitor
Escherichia coli (strain K12)

USerum paraoxonase/arylesterase 1

inhibitor
Humans

UInterleukin-15

inhibitor
Humans

UInterleukin-2

inhibitor
Humans"	"DB01327"	NA	33255	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"259793-96-9"	"Favipiravir Egis"	"favipiravir"	"Favipiravir"	"259793-96-9"	"favipiravir"	"ZCGNOVWYSGBHAU-UHFFFAOYSA-N"	"1S/C5H4FN3O2/c6-2-1-8-5(11)3(9-2)4(7)10/h1H,(H2,7,10)(H,8,11)"	"NC(=O)C1=NC(F)=CN=C1O"	"J05AX27"	"8.7 mg/mL"	"The mechanism of action of favipiravir is novel compared to existing influenza antivirals that primarily prevent entry and exit of the virus from cells.7 The active favipiravir-RTP selectively inhibits RNA polymerase and prevents replication of the viral genome.18 There are several hypotheses as to how favipiravir-RTP interacts with RNA dependent RNA polymerase (RdRp).7 Some studies have shown that when favipiravir-RTP is incorporated into a nascent RNA strand, it prevents RNA strand elongation and viral proliferation.7 Studies have also found that the presence of purine analogs can reduce favipiravir’s antiviral activity, suggesting competition between favipiravir-RTP and purine nucleosides for RdRp binding.7
Although favipiravir was originally developed to treat influenza, the RdRp catalytic domain (favipiravir's primary target), is expected to be similar for other RNA viruses.7 This conserved RdRp catalytic domain contributes to favipiravir's broad-spectrum coverage.7
Target
Actions
Organism

ARNA-directed RNA polymerase catalytic subunit

Not Available
Influenza A virus (strain A/Silky Chicken/Hong Kong/SF189/2001 H5N1 genotype A)"	"DB12466"	NA	492405	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"26002-80-2"	"Ivaliten"	"phenothrin"	"Phenothrin"	"26002-80-2"	"phenothrin"	"SBNFWQZLDJGRLK-UHFFFAOYSA-N"	"1S/C23H26O3/c1-16(2)13-20-21(23(20,3)4)22(24)25-15-17-9-8-12-19(14-17)26-18-10-6-5-7-11-18/h5-14,20-21H,15H2,1-4H3"	"CC(C)=CC1C(C(=O)OCC2=CC=CC(OC3=CC=CC=C3)=C2)C1(C)C"	"P03AC53|P03AC03"	"0.00201 mg/mL"	"Not Available"	"DB13717"	"26002-80-2"	4767	"Phenothrin"	"C23H26O3"	350.4	"CC(=CC1C(C1(C)C)C(=O)OCC2=CC(=CC=C2)OC3=CC=CC=C3)C"	"CC(=CC1C(C1(C)C)C(=O)OCC2=CC(=CC=C2)OC3=CC=CC=C3)C"	"InChI=1S/C23H26O3/c1-16(2)13-20-21(23(20,3)4)22(24)25-15-17-9-8-12-19(14-17)26-18-10-6-5-7-11-18/h5-14,20-21H,15H2,1-4H3"	"SBNFWQZLDJGRLK-UHFFFAOYSA-N"	"(3-phenoxyphenyl)methyl 2,2-dimethyl-3-(2-methylprop-1-enyl)cyclopropane-1-carboxylate"	6.2	350.18819469
"26016-98-8"	"Fosfocina"	"fosfomycin calcium"	"Fosfomycin Calcium"	NA	NA	NA	NA	NA	NA	NA	NA	NA	"26016-98-8"	93095	"Fosfomycin Calcium"	"C3H5CaO4P"	176.12	"CC1C(O1)P(=O)([O-])[O-].[Ca+2]"	"C[C@H]1[C@H](O1)P(=O)([O-])[O-].[Ca+2]"	"InChI=1S/C3H7O4P.Ca/c1-2-3(7-2)8(4,5)6;/h2-3H,1H3,(H2,4,5,6);/q;+2/p-2/t2-,3+;/m0./s1"	"YMZJBJPWTXJQMR-LJUKVTEVSA-L"	"calcium;[(2R,3S)-3-methyloxiran-2-yl]-dioxido-oxo-lambda5-phosphane"	NA	175.9551365
"2607-06-9"	"Claral"	"diflucortolone valerate"	"Diflucortolone Valerate"	"2607-06-9"	"difluocortolone"	"OGPWIDANBSLJPC-RFPWEZLHSA-N"	"1S/C22H28F2O4/c1-11-6-13-14-8-16(23)15-7-12(26)4-5-21(15,3)22(14,24)18(28)9-20(13,2)19(11)17(27)10-25/h4-5,7,11,13-14,16,18-19,25,28H,6,8-10H2,1-3H3/t11-,13+,14+,16+,18+,19-,20+,21+,22+/m1/s1"	"[H][C@@]12C[C@@H](C)[C@H](C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@]12C"	"D07AC06|D07XC04|D07BC04"	"0.0446 mg/mL"	"Diflucortolone performs its action by the induction of lipocortins which are phospholipase A2 inhibitory proteins and sequentially inhibiting the release of arachidonic acid. The absence of arachidonic acid translates to the inhibition of the formation, release and activity of endogenous chemical inflammatory mediators. Another mechanism of action is the transrepression in which diflucortolone binds to the glucocorticoid receptor which induces its migration to the nucleus where it stimulates the transcription of anti-inflammatory genes like tyrosine aminotransferase, phophoenolpyruvate carboxykinase, IL-10, etc. and suppress the expression of proinflammatory genes like cytokines, growth factors, adhesion molecules, etc.1
Target
Actions
Organism

AAnnexin A3

inducer
Humans

AGlucocorticoid receptor

binder
Humans"	"DB09095"	"59198-70-8"	91670	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"2609-46-3"	"Amilorid Comp Pharmavit"	"amiloride"	"Amiloride"	"2609-46-3"	"amiloride"	"XSDQTOBWRPYKKA-UHFFFAOYSA-N"	"1S/C6H8ClN7O/c7-2-4(9)13-3(8)1(12-2)5(15)14-6(10)11/h(H4,8,9,13)(H4,10,11,14,15)"	"NC(=N)NC(=O)C1=NC(Cl)=C(N)N=C1N"	"C03DB01"	"0.616 mg/mL"	"Amiloride works by inhibiting sodium reabsorption in the distal convoluted tubules and collecting ducts in the kidneys by binding to the amiloride-sensitive sodium channels. This promotes the loss of sodium and water from the body, but without depleting potassium. Amiloride exerts its potassium sparing effect through the inhibition of sodium reabsorption at the distal convoluted tubule, cortical collecting tubule and collecting duct; this decreases the net negative potential of the tubular lumen and reduces both potassium and hydrogen secretion and their subsequent excretion. Amiloride is not an aldosterone antagonist and its effects are seen even in the absence of aldosterone.
Target
Actions
Organism

AAmiloride-sensitive sodium channel subunit alpha

inhibitor
Humans

AAmiloride-sensitive sodium channel subunit beta

inhibitor
Humans

AAmiloride-sensitive sodium channel subunit gamma

inhibitor
Humans

AAmiloride-sensitive sodium channel subunit delta

inhibitor
Humans

UAmiloride-sensitive amine oxidase [copper-containing]

inhibitor
Humans

UAcid-sensing ion channel 2

inhibitor
Humans

UAcid-sensing ion channel 1

inhibitor
Humans

USodium/hydrogen exchanger 1

inhibitor
Humans

UUrokinase-type plasminogen activator

inhibitor
Humans"	"DB00594"	NA	16231	"Amiloride Hydrochloride Dihydrate"	"C6H13Cl2N7O3"	302.12	"C1(=C(N=C(C(=N1)Cl)N)N)C(=O)N=C(N)N.O.O.Cl"	"C1(=C(N=C(C(=N1)Cl)N)N)C(=O)N=C(N)N.O.O.Cl"	"InChI=1S/C6H8ClN7O.ClH.2H2O/c7-2-4(9)13-3(8)1(12-2)5(15)14-6(10)11;;;/h(H4,8,9,13)(H4,10,11,14,15);1H;2*1H2"	"LTKVFMLMEYCWMK-UHFFFAOYSA-N"	"3,5-diamino-6-chloro-N-(diaminomethylidene)pyrazine-2-carboxamide;dihydrate;hydrochloride"	NA	301.0456927
"2611-61-2"	"Glitisol"	"thiamphenicol glycinate hydrochloride"	"Thiamphenicol Glycinate Hydrochloride"	NA	NA	NA	NA	NA	NA	NA	NA	NA	"2611-61-2"	197006	"Thiamphenicol Glycinate Hydrochloride"	"C14H19Cl3N2O6S"	449.7	"CS(=O)(=O)C1=CC=C(C=C1)C(C(COC(=O)CN)NC(=O)C(Cl)Cl)O.Cl"	"CS(=O)(=O)C1=CC=C(C=C1)[C@H]([C@@H](COC(=O)CN)NC(=O)C(Cl)Cl)O.Cl"	"InChI=1S/C14H18Cl2N2O6S.ClH/c1-25(22,23)9-4-2-8(3-5-9)12(20)10(7-24-11(19)6-17)18-14(21)13(15)16;/h2-5,10,12-13,20H,6-7,17H2,1H3,(H,18,21);1H/t10-,12-;/m1./s1"	"DKXJDBJNAXSJDH-MHDYBILJSA-N"	"[(2R,3R)-2-[(2,2-dichloroacetyl)amino]-3-hydroxy-3-(4-methylsulfonylphenyl)propyl] 2-aminoacetate;hydrochloride"	NA	448.002941
"2622-26-6"	"Nemactil"	"periciazine"	"Periciazine"	"2622-26-6"	"periciazine"	"LUALIOATIOESLM-UHFFFAOYSA-N"	"1S/C21H23N3OS/c22-15-16-6-7-21-19(14-16)24(18-4-1-2-5-20(18)26-21)11-3-10-23-12-8-17(25)9-13-23/h1-2,4-7,14,17,25H,3,8-13H2"	"OC1CCN(CCCN2C3=CC=CC=C3SC3=C2C=C(C=C3)C#N)CC1"	"N05AC01"	"0.059 mg/mL"	"Pericyazine, like other phenothiazines, is presumed to act principally in the subcortical areas, by producing what has been described as a central adrenergic blockade of the alpha adrenergic receptors as well as antagonism of the D(1) dopamine receptor.
Target
Actions
Organism

ADopamine D1 receptor

antagonist
Humans

AAlpha-2A adrenergic receptor

antagonist
Humans

UAlpha-1B adrenergic receptor

antagonist
Humans

UAndrogen receptor

Not Available
Humans"	"DB01608"	"2622-26-6"	4747	"Periciazine"	"C21H23N3OS"	365.5	"C1CN(CCC1O)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C#N"	"C1CN(CCC1O)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C#N"	"InChI=1S/C21H23N3OS/c22-15-16-6-7-21-19(14-16)24(18-4-1-2-5-20(18)26-21)11-3-10-23-12-8-17(25)9-13-23/h1-2,4-7,14,17,25H,3,8-13H2"	"LUALIOATIOESLM-UHFFFAOYSA-N"	"10-[3-(4-hydroxypiperidin-1-yl)propyl]phenothiazine-2-carbonitrile"	3.5	365.15618354
"2624-44-4"	"Cyclonamine"	"etamsylate"	"Etamsylate"	"2624-44-4"	"etamsylate"	"HBGOLJKPSFNJSD-UHFFFAOYSA-N"	"1S/C6H6O5S.C4H11N/c7-4-1-2-5(8)6(3-4)12(9,10)11;1-3-5-4-2/h1-3,7-8H,(H,9,10,11);5H,3-4H2,1-2H3"	"CCNCC.OC1=CC(=C(O)C=C1)S(O)(=O)=O"	"B02BX01"	"17.4 mg/mL"	"Not Available"	"DB13483"	"2624-44-4"	17506	"Etamsylate"	"C10H17NO5S"	263.31	"CCNCC.C1=CC(=C(C=C1O)S(=O)(=O)O)O"	"CCNCC.C1=CC(=C(C=C1O)S(=O)(=O)O)O"	"InChI=1S/C6H6O5S.C4H11N/c7-4-1-2-5(8)6(3-4)12(9,10)11;1-3-5-4-2/h1-3,7-8H,(H,9,10,11);5H,3-4H2,1-2H3"	"HBGOLJKPSFNJSD-UHFFFAOYSA-N"	"2,5-dihydroxybenzenesulfonic acid;N-ethylethanamine"	NA	263.08274382
"26615-21-4"	"Zoleptil"	"zotepine"	"Zotepine"	"26615-21-4"	"zotepine"	"HDOZVRUNCMBHFH-UHFFFAOYSA-N"	"1S/C18H18ClNOS/c1-20(2)9-10-21-16-11-13-5-3-4-6-17(13)22-18-8-7-14(19)12-15(16)18/h3-8,11-12H,9-10H2,1-2H3"	"CN(C)CCOC1=CC2=CC=CC=C2SC2=CC=C(Cl)C=C12"	"N05AX11"	"0.000777 mg/mL"	"Zotepine is a dopamine antagonist that has a high affinity for D1- and D2-like receptors. It presents a strong antagonism for several serotonin receptors, such as 5-HT2a, 5-HT2c, 5-HT6 and 5-HT7. Zotepine activities are also related to the inhibition of noradrenaline reuptake and serotonergic activity. All these effects allow zotepine to improve the negative and cognitive symptoms of schizophrenia.8
Target
Actions
Organism

AD(1) dopamine receptor

antagonist
Humans

ADopamine D2 receptor

antagonist
Humans

A5-hydroxytryptamine receptor 2A

antagonist
Humans

A5-hydroxytryptamine receptor 7

antagonist
Humans

ASodium-dependent noradrenaline transporter

antagonist
Humans

ASodium-dependent serotonin transporter

antagonist
Humans

U5-hydroxytryptamine receptor 6

antagonist
Humans"	"DB09225"	"26615-21-4"	5736	"Zotepine"	"C18H18ClNOS"	331.9	"CN(C)CCOC1=CC2=CC=CC=C2SC3=C1C=C(C=C3)Cl"	"CN(C)CCOC1=CC2=CC=CC=C2SC3=C1C=C(C=C3)Cl"	"InChI=1S/C18H18ClNOS/c1-20(2)9-10-21-16-11-13-5-3-4-6-17(13)22-18-8-7-14(19)12-15(16)18/h3-8,11-12H,9-10H2,1-2H3"	"HDOZVRUNCMBHFH-UHFFFAOYSA-N"	"2-(3-chlorobenzo[b][1]benzothiepin-5-yl)oxy-N,N-dimethylethanamine"	4.8	331.0797631
"26652-09-5"	"Miolene"	"ritodrine hydrochloride"	"Ritodrine Hydrochloride"	"26652-09-5"	"ritodrine"	"IOVGROKTTNBUGK-SJKOYZFVSA-N"	"1S/C17H21NO3/c1-12(17(21)14-4-8-16(20)9-5-14)18-11-10-13-2-6-15(19)7-3-13/h2-9,12,17-21H,10-11H2,1H3/t12-,17-/m1/s1"	"C[C@@H](NCCC1=CC=C(O)C=C1)[C@@H](O)C1=CC=C(O)C=C1"	"G02CA01"	"0.179 mg/mL"	"Ritodrine is beta-2 adrenergic agonist. It binds to beta-2 adrenergic receptors on outer membrane of myometrial cell, activates adenyl cyclase to increase the level of cAMP which decreases intracellular calcium and leads to a decrease of uterine contractions.
Target
Actions
Organism

ABeta-2 adrenergic receptor

agonist
Humans

ABeta adrenergic receptor


agonist
downregulator

Humans

AATP-sensitive potassium channel

activator
Humans

UCalcium transporting ATPases

inhibitor
Humans

ACalcium-activated potassium channel

activator
Humans

UMyosin light chain kinase, smooth muscle

inhibitor
Humans

USulfotransferase 1C4

substrate
Humans"	"DB00867"	"23239-51-2"	31728	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"26658-42-4"	"Colestid"	"colestipol hydrochloride"	"Colestipol Hydrochloride"	"26658-42-4"	"colestipol"	NA	NA	NA	"C10AC02"	""	"Colestipol is a lipid-lowering polymer that binds with bile acids in the intestine forming a complex that is excreted in the feces Label,5,7. This non-systemic action results in a continuous, partial removal of bile acids from the enterohepatic circulation preventing their reabsorption Label,5,7. This increased fecal loss of bile acids due to colestipol hydrochloride administration leads to increased oxidation of cholesterol to bile acids Label,5,7. This results in an increase in the number of hepatic low-density lipoprotein (LDL) receptors, and consequently an increased uptake of LDL and a decrease in serum/plasma beta lipoprotein or total and LDL cholesterol levels Label,5,7. Although hydrochloride produces an increase in the hepatic synthesis of cholesterol in man, serum cholesterol levels fall Label,5,7. 
Target
Actions
Organism

ABile acids

binder
Humans"	"DB00375"	"37296-80-3"	3084661	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"26675-46-7"	"Aerrane"	"isoflurane"	"Isoflurane"	"26675-46-7"	"isoflurane"	"PIWKPBJCKXDKJR-UHFFFAOYSA-N"	"1S/C3H2ClF5O/c4-1(3(7,8)9)10-2(5)6/h1-2H"	"FC(F)OC(Cl)C(F)(F)F"	"N01AB06"	"3.56 mg/mL"	"Isoflurane induces a reduction in junctional conductance by decreasing gap junction channel opening times and increasing gap junction channel closing times. Isoflurane also activates calcium dependent ATPase in the sarcoplasmic reticulum by increasing the fluidity of the lipid membrane. Also appears to bind the D subunit of ATP synthase and NADH dehydogenase. Isoflurane also binds to the GABA receptor, the large conductance Ca2+ activated potassium channel, the glutamate receptor and the glycine receptor.
Target
Actions
Organism

AGamma-aminobutyric acid receptor subunit alpha-1

agonist
Humans

ACalcium-transporting ATPase type 2C member 1

inhibitor
Humans

AGlycine receptor subunit alpha-1

agonist
Humans

AGlutamate receptor 1

antagonist
Humans

APotassium voltage-gated channel subfamily A member 1

inducer
Humans

AGABA(A) Receptor

positive allosteric modulator
Humans

UATP synthase subunit delta, mitochondrial

unknown
Humans

UCalmodulin

other/unknown
Humans

UNeuronal acetylcholine receptor subunit alpha-4

antagonist
Humans

UNeuronal acetylcholine receptor subunit beta-2

antagonist
Humans"	"DB00753"	"26675-46-7"	3763	"Isoflurane"	"C3H2ClF5O"	184.49	"C(C(F)(F)F)(OC(F)F)Cl"	"C(C(F)(F)F)(OC(F)F)Cl"	"InChI=1S/C3H2ClF5O/c4-1(3(7,8)9)10-2(5)6/h1-2H"	"PIWKPBJCKXDKJR-UHFFFAOYSA-N"	"2-chloro-2-(difluoromethoxy)-1,1,1-trifluoroethane"	2.1	183.9714332
